backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
/l6hQWH9eDksNJNiXWYRkWqikOdu.jpg,"[14, 18, 80]",497,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",68.203,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,1999-12-10,The Green Mile,False,8.5,16393
/sQUiouw94zhoG6LDEj9h8cPb61N.jpg,"[12, 28, 878]",1893,en,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",37.401,/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,1999-05-19,Star Wars: Episode I - The Phantom Menace,False,6.5,13841
/fw1PP7fBhcQYN68tiBULVYwIzpG.jpg,"[16, 35, 10751]",863,en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",83.116,/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg,1999-10-30,Toy Story 2,False,7.6,13166
/DztBnZaqmla2sGUW9s8AyOmskT.jpg,[18],14,en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",33.416,/wby9315QzVKdW9BonAefg8jGTTb.jpg,1999-09-15,American Beauty,False,8.0,11510
/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg,"[9648, 53, 18]",745,en,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",38.049,/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg,1999-08-06,The Sixth Sense,False,7.9,11025
/nwFlWrZ4007ysvNlaN0VsMEFCC9.jpg,"[12, 28, 14]",564,en,The Mummy,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,67.956,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,1999-04-16,The Mummy,False,6.9,8522
/yvPbncYhMu9FfTjDhq0N5lgnVkO.jpg,"[35, 10749, 18]",4951,en,10 Things I Hate About You,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",39.856,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,1999-03-30,10 Things I Hate About You,False,7.6,7577
/7hQTANu5TAEe4jrTerYHszyTOpV.jpg,"[35, 10749]",2105,en,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",42.172,/5P68by2Thn8wHAziyWGEw2O7hco.jpg,1999-07-09,American Pie,False,6.6,7297
/86z1Yrwj7yN1xehSa0gIwHnR7xl.jpg,"[10751, 12, 16, 18]",37135,en,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",73.922,/bTvHlcqiOjGa3lFtbrTLTM3zasY.jpg,1999-06-18,Tarzan,False,7.4,6385
/u1YU0pKfdDXD1KNQdOeZnYJ8VbE.jpg,"[18, 14, 53, 9648, 27]",2668,en,Sleepy Hollow,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.,23.405,/1GuK965FLJxqUw9fd1pmvjbFAlv.jpg,1999-11-19,Sleepy Hollow,False,7.2,6359
/AklO85uUDAL3O7iSOtFGfqT3w8n.jpg,"[18, 53, 9648]",345,en,Eyes Wide Shut,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",38.987,/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,1999-07-16,Eyes Wide Shut,False,7.5,5749
/mqcqAE8yefvezVJ78FINJCiV6n3.jpg,"[10749, 35]",509,en,Notting Hill,"William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.",26.864,/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg,1999-05-21,Notting Hill,False,7.3,5704
/wfClZdRb1x4LZ8B73Y9RSn8XAPa.jpg,"[10751, 16, 878, 12]",10386,en,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",39.1,/mThOw5rXLtdbY3WmuTsS9zsQBMG.jpg,1999-08-06,The Iron Giant,False,7.9,5205
/hSLJKdgzRRvVTOHTwr1qafHpw4n.jpg,"[27, 9648]",2667,en,The Blair Witch Project,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",28.349,/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,1999-07-14,The Blair Witch Project,False,6.3,4495
/pgx8VuStZl8JTzEpvz6AdUdaM2X.jpg,"[10751, 14, 35, 12]",10137,en,Stuart Little,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while living with a human family as their child.",51.497,/jwydlxxLPVxM5uCfJybEsANzvvg.jpg,1999-12-17,Stuart Little,False,6.1,4144
/hjUrsPQMyL0gT6FK1hGUbw9fCuB.jpg,"[35, 18, 14]",492,en,Being John Malkovich,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",28.859,/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg,1999-10-29,Being John Malkovich,False,7.4,4059
/vhamaqMAkSphsGGAYt5ggeuPGK6.jpg,[18],3558,en,"Girl, Interrupted","Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",30.062,/dOBdatHIVppvmRFw2z7bf9VKJr9.jpg,1999-12-21,"Girl, Interrupted",False,7.6,3522
/druc9hHkLeMtb0fYf7WTfHXWk6G.jpg,"[878, 18]",2277,en,Bicentennial Man,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",19.583,/wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg,1999-12-17,Bicentennial Man,False,7.2,3422
/7PBXKqTDCsSZb3GATn94DfXoAGx.jpg,"[28, 18, 12]",98,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",64.675,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,Gladiator,False,8.2,17439
/q2CtXYjp9IlnfBcPktNkBPsuAEO.jpg,"[9648, 53]",77,en,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",41.029,/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg,2000-10-11,Memento,False,8.2,14069
/ioqaIhJSkwa9DGRHGtOOUTiGRs2.jpg,"[12, 18]",8358,en,Cast Away,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",47.901,/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg,2000-12-22,Cast Away,False,7.7,10769
/A9fpAjZLqsODM96aI6kx147LPM9.jpg,"[12, 28, 878]",36657,en,X-Men,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",2.11,/bRDAc4GogyS9ci3ow7UnInOcriN.jpg,2000-07-13,X-Men,False,7.0,10735
/bneUTWFAcVCdsb0O5UwZbJd8xqZ.jpg,"[53, 18, 80]",1359,en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",39.236,/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg,2000-04-13,American Psycho,False,7.4,10159
/s5R6kTMfOxkGit96A8lqcDL4uVk.jpg,"[80, 18]",641,en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,13.694,/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,2000-10-06,Requiem for a Dream,False,8.0,9402
/2Gq4teAIkVVv0kc6JsfU66C3VOJ.jpg,"[53, 18, 9648]",9741,en,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",35.042,/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg,2000-11-22,Unbreakable,False,7.1,8783
/ysKahAEPP8h6MInuLjr0xuZOTjh.jpg,"[80, 35]",107,en,Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",36.592,/56mOJth6DJ6JhgoE2jtpilVqJO.jpg,2000-09-01,Snatch,False,7.8,8532
/sy0vo1cmpKqwPRiMUiJ45jyLsX7.jpg,"[10751, 35, 14]",8871,en,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,56.955,/AmUs3hximCKa90sHuIRr5Bz8ci5.jpg,2000-11-17,How the Grinch Stole Christmas,False,6.8,7068
/m5dA4JZsj78EBTa2D6imWOAebwB.jpg,[35],4247,en,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",46.896,/lRQiJXETkCnVVurHmglNvMXrZOx.jpg,2000-07-07,Scary Movie,False,6.4,6549
/24DZfupDlhXeTchmcOkoGRhP5Vg.jpg,"[12, 28, 53]",955,en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",35.638,/1VMWLpk9VXyYcEZ8w3uUhp0OF1v.jpg,2000-05-24,Mission: Impossible II,False,6.1,6318
/8bOXV3d9aeaXzjUnmV7L2gNYxul.jpg,"[12, 16, 35, 10751, 14]",11688,en,The Emperor's New Groove,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",80.567,/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,2000-12-15,The Emperor's New Groove,False,7.6,6270
/qcVrlyPFlPgCsmzorvELvpJN9Be.jpg,"[35, 10749]",1597,en,Meet the Parents,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",25.16,/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg,2000-10-06,Meet the Parents,False,6.7,5634
/7isarjYDEKZ5t1CgcvbuqEUby8P.jpg,[27],9532,en,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",35.062,/1mXhlQMnlfvJ2frxTjZSQNnA9Vp.jpg,2000-03-17,Final Destination,False,6.6,5251
/xWG7emUlBPhsJ2MyQHqH0poeXwm.jpg,"[16, 35, 10751]",7443,en,Chicken Run,"The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.",44.36,/oYbVT9e0k2ZSrRhDSCw2Yqshe1n.jpg,2000-06-23,Chicken Run,False,6.8,4716
/38Y65sf9O4zLq6Ke2KdpANYk0G3.jpg,"[53, 878, 28]",2787,en,Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",17.006,/oulNpuqYV6bseMbq2ynQ5F8hwtx.jpg,2000-02-18,Pitch Black,False,6.8,4163
/4GsvnaGqBGA78ccZusXvCH7zzun.jpg,"[28, 80, 53]",9679,en,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",33.191,/lFsJJjnGcNhewSIM9XBTaHsI2et.jpg,2000-06-09,Gone in Sixty Seconds,False,6.4,4134
/cxRcmEwtUZVfNlC4HoWaNKzNNW0.jpg,"[18, 12, 10749, 53]",1907,en,The Beach,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",15.518,/2sbz9kS1tBDwXapTfmXKmUyaHwo.jpg,2000-02-03,The Beach,False,6.5,4129
/3pdmy1gNwjiAwyB67u9AIFCUV5y.jpg,"[28, 12, 35, 80, 53]",4327,en,Charlie's Angels,"The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.",23.888,/u5GbILxLgfeNHCnTtTRuhmAC9i4.jpg,2000-11-02,Charlie's Angels,False,5.8,3932
/3U98a4AWjRRptUSbNdxtM9cp3dd.jpg,"[12, 35, 80]",134,en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",27.833,/2YztYilviFCYcEtDAnrOstUWGie.jpg,2000-08-30,"O Brother, Where Art Thou?",False,7.3,3894
/hziiv14OpD73u9gAak4XDDfBKa2.jpg,"[12, 14]",671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",157.287,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,2001-11-16,Harry Potter and the Philosopher's Stone,False,7.9,25997
/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",94.745,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,False,8.4,23866
/vUTVUdfbsY4DePCYzxxDMXKp6v6.jpg,"[16, 35, 10751]",585,en,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",117.839,/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg,2001-11-01,"Monsters, Inc.",False,7.8,17557
/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,"[16, 35, 14, 12, 10751]",808,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",109.748,/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,2001-05-18,Shrek,False,7.7,16177
/mSDsSDwaP3E7dEfUPWy4J0djt4O.jpg,"[16, 10751, 14]",129,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",94.593,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,2001-07-20,Spirited Away,False,8.5,15426
/msCHK5Kh1YbdZ0zPJ2nzPUhhSN9.jpg,"[14, 18, 9648]",141,en,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",45.162,/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,2001-01-19,Donnie Darko,False,7.8,11766
/boI3myFhWBvQcru4zZ15aJ0u3CX.jpg,"[53, 80]",161,en,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",34.93,/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,2001-12-07,Ocean's Eleven,False,7.4,11021
/4tqNNLAUY525N5rKGwNQVcuGNzX.jpg,"[35, 10749]",194,fr,Le Fabuleux Destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",31.488,/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg,2001-04-25,Amélie,False,7.9,10975
/zbpZOYrRCxEF8lFT5JC8XodEggC.jpg,"[18, 10749]",453,en,A Beautiful Mind,"In a decades-spanning biopic, brilliant mathematician John Forbes Nash Jr. makes history in his field as schizophrenia sets in.",58.124,/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg,2001-12-14,A Beautiful Mind,False,7.9,9687
/jY9ef5nqY4xIIMu3yzW3qamUCoi.jpg,"[28, 80, 53]",9799,en,The Fast and the Furious,"Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",6.596,/gqY0ITBgT7A82poL9jv851qdnIb.jpg,2001-06-22,The Fast and the Furious,False,7.0,9448
/oenFbrSPvTWzgmvlUikBhHtEVpg.jpg,"[12, 28, 53, 878]",331,en,Jurassic Park III,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",2.533,/oQXj4NUfS3r3gHXtDOzcJgj1lLc.jpg,2001-07-18,Jurassic Park III,False,6.1,6736
/fRnhnR2JfkGBT19z7EXEmIUcDSo.jpg,"[12, 28, 14]",1734,en,The Mummy Returns,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",47.779,/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,2001-05-04,The Mummy Returns,False,6.4,6618
/zv1xOEQzebKyku349qDZ085FZlO.jpg,"[10752, 36, 10749, 18]",676,en,Pearl Harbor,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",39.664,/y8A0Cvp8WQmZ3bjbnsL53lY0dsC.jpg,2001-05-21,Pearl Harbor,False,6.9,6089
/y5hbHJbERDFurustaqcVamN84Y0.jpg,"[27, 9648, 53]",1933,en,The Others,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",31.196,/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,2001-08-02,The Others,False,7.6,6088
/n7p6UTAZtkeoHkwCO42BEQaMFJY.jpg,"[18, 878, 12]",644,en,A.I. Artificial Intelligence,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.",24.104,/zxUhHQxKRbVLsaHR1V81SWYADOl.jpg,2001-06-29,A.I. Artificial Intelligence,False,7.0,5824
/y1giivdsGLyo1LCvlsL6mLKyTZ7.jpg,"[53, 18, 9648]",1018,en,Mulholland Drive,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",36.339,/tVxGt7uffLVhIIcwuldXOMpFBPX.jpg,2001-06-06,Mulholland Drive,False,7.8,5819
/6a3tiuwoM0vyytHkQHNmMppijCe.jpg,"[12, 14, 28, 53]",1995,en,Lara Croft: Tomb Raider,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the midst of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the wicked Powell, who's in search of a powerful relic.",25.113,/7WyMvoqPYJe5g1ENsbLTv40pUrX.jpg,2001-06-11,Lara Croft: Tomb Raider,False,5.9,5795
/mkfRdkM7FtmOndrh1jML3MIRB2i.jpg,"[28, 80, 18]",2034,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",37.696,/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,2001-10-05,Training Day,False,7.5,5529
/dd11uT1rtjQfEwEAvWiNfXgzXtD.jpg,"[28, 10752, 36]",855,en,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",36.347,/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg,2001-12-28,Black Hawk Down,False,7.4,5370
/imvV078HyWsa9jgDVLi4APgskrJ.jpg,"[35, 10749, 18]",634,en,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",30.535,/9Bd4tsYBTYcgl11lPreQ8W9tXUK.jpg,2001-04-13,Bridget Jones's Diary,False,6.7,4761
/1stUIsjawROZxjiCMtqqXqgfZWC.jpg,"[12, 14]",672,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",138.652,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,2002-11-13,Harry Potter and the Chamber of Secrets,False,7.7,20892
/nS4picOwj15APKzJeBCk6EBcMG5.jpg,"[12, 14, 28]",121,en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",81.648,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,The Lord of the Rings: The Two Towers,False,8.4,20744
/no2cllXSRA56LPipQnuPlg3RuTL.jpg,"[28, 878]",557,en,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",72.451,/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,2002-05-01,Spider-Man,False,7.3,18036
/Ag6qhzsJd3k1NKuNrG9RmhZDMh7.jpg,"[18, 80]",640,en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",73.596,/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,2002-12-16,Catch Me If You Can,False,8.0,14773
/a9ykRAWtQnI3SsZDfh8sCJo5cWI.jpg,"[16, 35, 10751, 12]",425,en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",77.301,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,2002-03-10,Ice Age,False,7.4,12570
/abwxHfymXGAbbH3lo9PDEJEfvtW.jpg,"[12, 28, 878]",1894,en,Star Wars: Episode II - Attack of the Clones,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.",33.849,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,2002-05-15,Star Wars: Episode II - Attack of the Clones,False,6.6,12563
